month,n_grids,n_wind_available,mean_u10_m_s,mean_v10_m_s,mean_wind_speed_m_s,n_wind_missing,wind_availability_fraction
2016-02-01,148,148,2.273284860559412,-1.3236293019475163,2.665297305924528,0,1.0
2016-03-01,148,148,0.9065637846250791,-0.7625775466094146,1.2310878752966363,0,1.0
2016-04-01,148,148,-1.4573318636095203,0.07244800876926731,1.5300581774430835,0,1.0
2016-05-01,148,148,-1.830278035756704,0.7351967837359454,2.005817661051962,0,1.0
2016-06-01,148,148,-1.0367736043156803,0.3888363967070708,1.2937023038292117,0,1.0
2016-07-01,148,148,-1.593042889156857,0.9823302964906435,1.9218893821812066,0,1.0
2016-08-01,148,148,-2.4196250760877454,2.0208790495588973,3.255957925339085,0,1.0
2016-09-01,148,148,0.00019506506017736487,0.8534109270250475,1.6916547183444002,0,1.0
2016-10-01,148,148,1.2626902348286397,0.5213730786297772,2.0595443543346756,0,1.0
2016-11-01,148,148,0.27432230356577286,0.2695430291665566,1.5333794512528756,0,1.0
2016-12-01,148,148,5.093342626417005,-1.2932299021128062,5.433148775490737,0,1.0
2017-01-01,148,148,5.712259369927484,-2.7944679518003723,6.408965696428086,0,1.0
2017-02-01,148,148,3.9532141556610934,-1.2195117795789563,4.1777884687629605,0,1.0
2017-03-01,148,148,2.750105574324324,-0.9173965969601193,2.984404822548148,0,1.0
2017-04-01,148,148,0.7189565607019373,1.008440301224992,1.7567225623020017,0,1.0
2017-05-01,148,148,-4.655193225757496,2.626119897172258,5.373859524751136,0,1.0
2017-06-01,148,148,-4.026591790689005,1.749321834461109,4.418228794508107,0,1.0
2017-07-01,148,148,-5.557753640252191,3.641663242030788,6.6895437775696704,0,1.0
2017-08-01,148,148,-5.989430376001306,4.269808820776038,7.458521107426912,0,1.0
2017-09-01,148,148,-4.8360530492421745,3.9031114320497253,6.316836061076273,0,1.0
2017-10-01,148,148,-2.7562496339952625,3.6078002001788163,4.8077355256760415,0,1.0
2017-11-01,148,148,1.3435930045875344,1.152546908404376,2.27803935512819,0,1.0
2017-12-01,148,148,4.011185001682591,-0.5101845715496991,4.158230536907675,0,1.0
2018-01-01,148,148,6.468972798940298,-2.591658643774084,7.056617106287232,0,1.0
2018-02-01,148,148,3.399653331653492,-1.496440114201726,3.7399622263637964,0,1.0
2018-03-01,148,148,2.0787998663412557,0.21120767335633972,2.160919842196223,0,1.0
2018-04-01,148,148,-2.3613948048772038,0.7505938813493059,2.5120537604497812,0,1.0
2018-05-01,148,148,-4.644355696600837,1.6489840327082455,4.992536470152644,0,1.0
2018-06-01,148,148,-4.584423889984956,2.28534206184181,5.155886913965074,0,1.0
2018-07-01,148,148,-5.4293534562394425,4.118019439078666,6.9181483940839685,0,1.0
2018-08-01,148,148,-5.622486011402027,4.565290193299989,7.3676957042381535,0,1.0
2018-09-01,148,148,-5.085381378998628,4.661021541904759,6.983029675651002,0,1.0
2018-10-01,148,148,-4.254358884450552,4.1396111668767155,6.035804481394493,0,1.0
2018-11-01,148,148,-1.7972921938509554,2.7721491375484986,3.5191733963952903,0,1.0
2018-12-01,148,148,1.028291805370434,1.8113862372733451,2.5769565384315203,0,1.0
2019-01-01,148,148,3.170122687881057,-1.3999817822430585,3.487774135409681,0,1.0
2019-02-01,148,148,-0.6987986693511138,0.2747575141288139,1.310720634437391,0,1.0
2019-03-01,148,148,1.9693795281487538,-0.7637469059712177,2.167571120497174,0,1.0
2019-04-01,148,148,-0.7610953820718301,0.8476738027624182,1.5417358308785913,0,1.0
2019-05-01,148,148,-4.098501901368837,2.508800790116594,4.849692217061147,0,1.0
2019-06-01,148,148,-5.467028798283757,3.408018936982026,6.520447010051906,0,1.0
2019-07-01,148,148,-6.123860745816617,4.040126723212165,7.434429148735603,0,1.0
2019-08-01,148,148,-5.540233869810362,4.534500998419684,7.305279943339364,0,1.0
2019-09-01,148,148,-5.312547580615894,4.473092903962007,7.1111132256178635,0,1.0
2019-10-01,148,148,-3.985818914465002,4.439248832496437,6.104168660781691,0,1.0
2019-11-01,148,148,-3.1500834387701913,3.793541315439585,5.053546139993519,0,1.0
2019-12-01,148,148,-0.7553393647477433,1.0805467657140784,1.9236031785396683,0,1.0
2020-01-01,148,148,2.182347735843143,-1.3242499635026261,2.5785673884393376,0,1.0
2020-02-01,148,148,1.499477283374683,-0.9447056022850243,1.8888634241849227,0,1.0
2020-03-01,148,148,1.5931364265648094,-0.9278888186892947,1.8567344764735303,0,1.0
2020-04-01,148,148,-0.4185757765898833,0.11306257505674618,0.6310193197982489,0,1.0
2020-05-01,148,148,-2.294794211516509,0.5718199755694415,2.4100774323107315,0,1.0
2020-06-01,148,148,-5.056172164710793,2.129142838555414,5.533920760838191,0,1.0
2020-07-01,148,148,-5.898728679966283,3.2294442460343644,6.781121881853677,0,1.0
2020-08-01,148,148,-5.589947210775839,3.234601458987674,6.518977400235671,0,1.0
2020-09-01,148,148,-5.404281074936326,4.266043018650365,6.967422917418159,0,1.0
2020-10-01,148,148,-2.8914952922511743,3.3482492292249524,4.5980729527335225,0,1.0
2020-11-01,148,148,-1.4105451944712046,2.0487775029362862,2.70537343762095,0,1.0
2020-12-01,148,148,5.2863773397497225,-1.1355838260135136,5.524136044811621,0,1.0
2021-01-01,148,148,4.138917459023966,-2.877604871182829,5.052881623039136,0,1.0
2021-02-01,148,148,4.016978521604796,-2.904631769334948,4.994364151962032,0,1.0
2021-03-01,148,148,2.337723628894703,-0.42222138997670766,2.405647730217151,0,1.0
2021-04-01,148,148,0.37637775008742874,-0.1301604348260003,0.6471945452808696,0,1.0
2021-05-01,148,148,-3.678363851598791,1.735302744684993,4.104929063410454,0,1.0
2021-06-01,148,148,-1.7489331219647382,1.1507429432224583,2.170474857538785,0,1.0
2021-07-01,148,148,-4.127551568521036,2.010869773658546,4.6181820739330774,0,1.0
2021-08-01,148,148,-5.546727979505384,3.6064757012032174,6.6693113176286065,0,1.0
2021-09-01,148,148,-5.119839358974147,3.6002441612449854,6.316923385990559,0,1.0
2021-10-01,148,148,-2.9843226252375423,3.434451180535394,4.691164763522394,0,1.0
2021-11-01,148,148,3.1948611542985246,-0.7272441967113598,3.5546411300627496,0,1.0
2021-12-01,148,148,2.5570688763180294,-0.5236065323288376,2.714017919801953,0,1.0
2022-01-01,148,148,2.812085976471772,-0.6738822266862199,2.933729353841799,0,1.0
2022-02-01,148,148,3.596400647550016,-1.7379443452164933,4.027261532675259,0,1.0
2022-03-01,148,148,3.5951235487654403,-0.8534882777446026,3.866444343557973,0,1.0
2022-04-01,148,148,1.5253162126283388,0.1641758583687447,1.7207218714672823,0,1.0
2022-05-01,148,148,-0.2807961541253167,0.4164352932491818,0.9397815976949563,0,1.0
2022-06-01,148,148,-2.095019314740155,1.326595641471244,2.545202251626108,0,1.0
2022-07-01,148,148,-4.361295777398187,2.0583387581077788,4.852004665119111,0,1.0
2022-08-01,148,148,-4.831419455038534,3.1865537231032914,5.836425051912576,0,1.0
2022-09-01,148,148,-3.290973379805281,2.8869630968248523,4.473378926514871,0,1.0
2022-10-01,148,148,-0.7431797079137854,2.2745892808244035,3.015571322156207,0,1.0
2022-11-01,148,148,1.5105900377840609,0.7715188877002613,2.4492080487582912,0,1.0
2022-12-01,148,148,3.788040238457757,-1.0909009624171901,4.040061381280798,0,1.0
2023-01-01,148,148,4.060148471110576,-1.0850826727377403,4.295166619071113,0,1.0
2023-02-01,148,148,5.437306326788825,-2.8154637104756124,6.155091673978625,0,1.0
2023-03-01,148,148,0.6131588446127402,-0.13541139138711467,0.8351567362124456,0,1.0
2023-04-01,148,148,0.6923394589810759,0.866532918569204,1.4372282197290618,0,1.0
2023-05-01,148,148,-3.2946232202890755,2.035606977101919,3.9188554499801045,0,1.0
2023-06-01,148,148,-4.301528466714395,2.8520777418806746,5.202253351946368,0,1.0
2023-07-01,148,148,-5.567931819606471,3.995502471923828,6.930461954536329,0,1.0
2023-08-01,148,148,-5.578868324692185,4.28539108585667,7.161607528967257,0,1.0
2023-09-01,148,148,-4.9061286771619645,4.541960355397817,6.842356006982801,0,1.0
2023-10-01,148,148,-3.566607243305928,3.8534410579784497,5.36270169425713,0,1.0
2023-11-01,148,148,-2.692188262939453,3.4401891038224504,4.489391533188156,0,1.0
2023-12-01,148,148,-1.518474063357791,2.8792214264740816,3.6772708801545924,0,1.0
2024-01-01,148,148,2.705275638683422,0.10459657617517419,2.7700759329080498,0,1.0
2024-02-01,148,148,1.004735534255569,-0.21359392114587733,1.2101146446911188,0,1.0
2024-03-01,148,148,2.3868516200297587,-0.3557061891298036,2.4593062152605305,0,1.0
2024-04-01,148,148,-2.984843176764411,2.1613014839790963,3.713032412089198,0,1.0
2024-05-01,148,148,-4.948858080683528,2.340576068775074,5.5275737817187105,0,1.0
2024-06-01,148,148,-3.9280963846155115,1.7036972561398067,4.3217633766551256,0,1.0
2024-07-01,148,148,-5.36903342685184,2.9592335159714156,6.177673813488818,0,1.0
2024-08-01,148,148,-5.692659326501794,4.474431450302537,7.353147710057628,0,1.0
2024-09-01,148,148,-4.348987682445629,3.988954904917124,5.993473893257461,0,1.0
2024-10-01,148,148,-3.2011109171686947,3.544602368329022,4.981779011484536,0,1.0
2024-11-01,148,148,0.12791718663396062,0.6961715028092668,1.4390228802819707,0,1.0
2024-12-01,148,148,5.626574516296387,-2.689857586010082,6.319012805114377,0,1.0
2025-01-01,148,148,4.38070552413528,-2.11186679633888,4.895479967907015,0,1.0
2025-02-01,148,148,3.0884820835010425,-2.139183018658612,3.7761637363717044,0,1.0
2025-03-01,148,148,3.142430846755569,-1.7681350192508183,3.6289541486219834,0,1.0
2025-04-01,148,148,0.4358112489854967,0.5539243543470228,1.367168558412194,0,1.0
2025-05-01,148,148,-0.45054569759884394,0.8615539138381546,1.4847953167445247,0,1.0
2025-06-01,148,148,-3.1947368157876506,1.5698853570061762,3.5906836947151892,0,1.0
2025-07-01,148,148,-4.532386754010175,2.9145350327362887,5.437199304396614,0,1.0
2025-08-01,148,148,-3.860867371430268,2.257379789610167,4.5080300723471876,0,1.0
2025-09-01,148,148,-4.423746521408494,2.9652146519841374,5.363130845171307,0,1.0
2025-10-01,148,148,-2.39460767282022,2.713582270854228,3.804536425620135,0,1.0
2025-11-01,148,148,2.843117095328666,0.4651713242401947,3.2830342334371276,0,1.0
2025-12-01,148,148,2.7322625082892342,-0.4110735558174752,2.862722154598829,0,1.0
