grid_id,lon,lat,n_months,n_wind_available,mean_u10_m_s,mean_v10_m_s,mean_wind_speed_m_s,n_wind_missing,wind_availability_fraction,review_flag
G025_R390_C1135,103.875,-7.625,276,276,-2.2728080576744634,1.8109523800836094,5.0184562348791975,0,1.0,keep
G025_R390_C1136,104.125,-7.625,276,276,-2.256726620853811,1.8400953403417615,5.031426214285268,0,1.0,keep
G025_R390_C1137,104.375,-7.625,276,276,-2.245623529821202,1.8881591990374136,5.081322315709681,0,1.0,keep
G025_R390_C1138,104.625,-7.625,276,276,-2.244468284689862,1.9143247051515442,5.104322528483192,0,1.0,keep
G025_R390_C1139,104.875,-7.625,276,276,-2.258685053258702,1.943996636763863,5.133804118654086,0,1.0,keep
G025_R390_C1140,105.125,-7.625,276,276,-2.283780232719753,1.9670236974522688,5.173090807422769,0,1.0,keep
G025_R390_C1141,105.375,-7.625,276,276,-2.331861782765043,1.9819339669269065,5.195425581348614,0,1.0,keep
G025_R390_C1142,105.625,-7.625,276,276,-2.388601479323014,1.9886319118997324,5.239384172178456,0,1.0,keep
G025_R390_C1143,105.875,-7.625,276,276,-2.4654314725295357,1.9535729643227397,5.233178199161852,0,1.0,keep
G025_R390_C1144,106.125,-7.625,276,276,-2.607749534689862,1.859042775803718,5.252675141626783,0,1.0,keep
G025_R390_C1145,106.375,-7.625,276,276,-2.5807383820630503,1.6447297662928484,5.220565903235426,0,1.0,keep
G025_R390_C1146,106.625,-7.625,276,276,-2.296102257742398,1.389064996138863,4.769810339649504,0,1.0,keep
G025_R390_C1147,106.875,-7.625,276,276,-1.968092251515043,1.3363483124885007,4.308388484901378,0,1.0,keep
G025_R391_C1132,103.125,-7.875,276,276,-2.490232975586601,1.790349034295566,5.020476532379074,0,1.0,keep
G025_R391_C1133,103.375,-7.875,276,276,-2.462827305862869,1.8107790048571601,5.03174465551681,0,1.0,keep
G025_R391_C1134,103.625,-7.875,276,276,-2.447292531746021,1.8197379043136819,5.039896727123395,0,1.0,keep
G025_R391_C1135,103.875,-7.875,276,276,-2.429755096850188,1.8528437268906746,5.085474468929229,0,1.0,keep
G025_R391_C1136,104.125,-7.875,276,276,-2.425480866777724,1.8682068949160369,5.093781077574489,0,1.0,keep
G025_R391_C1137,104.375,-7.875,276,276,-2.419363198073014,1.8826058843861455,5.114049186576514,0,1.0,keep
G025_R391_C1138,104.625,-7.875,276,276,-2.4158355429552603,1.9022680503734644,5.1375195749679525,0,1.0,keep
G025_R391_C1139,104.875,-7.875,276,276,-2.4214207020358764,1.922673253045566,5.167536656939728,0,1.0,keep
G025_R391_C1140,105.125,-7.875,276,276,-2.438323017479717,1.9398515535437542,5.201490213009536,0,1.0,keep
G025_R391_C1141,105.375,-7.875,276,276,-2.465702150178992,1.9321735078010007,5.225275004150933,0,1.0,keep
G025_R391_C1142,105.625,-7.875,276,276,-2.5273388123166733,1.9086387053779934,5.262491214055738,0,1.0,keep
G025_R391_C1143,105.875,-7.875,276,276,-2.5917530163474707,1.8943635553553484,5.348163838555873,0,1.0,keep
G025_R391_C1144,106.125,-7.875,276,276,-2.6516453114108764,1.7465947883716528,5.3071477769570565,0,1.0,keep
G025_R391_C1145,106.375,-7.875,276,276,-2.6712296354597895,1.5217678097711094,5.295158792345575,0,1.0,keep
G025_R391_C1146,106.625,-7.875,276,276,-2.6243050996808037,1.364146730174189,5.322074766915358,0,1.0,keep
G025_R391_C1147,106.875,-7.875,276,276,-2.546404779821202,1.3477610021397688,5.327631133296775,0,1.0,keep
