month,moran_i,p_value,n,series
2003-02-01,0.7673625872096232,0.001,148,Anomali log Chl-a
2003-03-01,0.8321056138977945,0.001,148,Anomali log Chl-a
2003-04-01,0.7008423731793592,0.001,148,Anomali log Chl-a
2003-05-01,0.7033853984830802,0.001,148,Anomali log Chl-a
2003-06-01,0.7819686810104424,0.001,148,Anomali log Chl-a
2003-07-01,0.8870107909402386,0.001,148,Anomali log Chl-a
2003-08-01,0.7672878516381411,0.001,148,Anomali log Chl-a
2003-09-01,0.5525941462682934,0.001,148,Anomali log Chl-a
2003-10-01,0.666180476695489,0.001,133,Anomali log Chl-a
2003-11-01,0.4453645907218511,0.001,143,Anomali log Chl-a
2003-12-01,0.7086379193219023,0.001,148,Anomali log Chl-a
2004-01-01,0.7742574222809555,0.001,148,Anomali log Chl-a
2004-02-01,0.5329494703200686,0.001,132,Anomali log Chl-a
2004-03-01,0.6260557972934405,0.001,148,Anomali log Chl-a
2004-04-01,0.7549686329436565,0.001,148,Anomali log Chl-a
2004-05-01,0.5759450184035081,0.001,148,Anomali log Chl-a
2004-06-01,0.707185764629598,0.001,148,Anomali log Chl-a
2004-07-01,0.7897355255154194,0.001,148,Anomali log Chl-a
2004-08-01,0.6383205701197866,0.001,148,Anomali log Chl-a
2004-09-01,0.7093207649878978,0.001,148,Anomali log Chl-a
2004-10-01,0.5539441173031475,0.001,148,Anomali log Chl-a
2004-11-01,0.5531878983691498,0.001,126,Anomali log Chl-a
2004-12-01,0.6170109805194948,0.001,148,Anomali log Chl-a
2005-01-01,0.7355946172039651,0.001,148,Anomali log Chl-a
2005-02-01,0.7037777136032065,0.001,148,Anomali log Chl-a
2005-03-01,0.8180984803719834,0.001,148,Anomali log Chl-a
2005-04-01,0.5937856229395685,0.001,148,Anomali log Chl-a
2005-05-01,0.7066439495372953,0.001,148,Anomali log Chl-a
2005-06-01,0.6402808446100827,0.001,148,Anomali log Chl-a
2005-07-01,0.8385363120585626,0.001,148,Anomali log Chl-a
2005-08-01,0.6856044301646664,0.001,148,Anomali log Chl-a
2005-09-01,0.8007293175329979,0.001,148,Anomali log Chl-a
2005-10-01,0.7033893949727394,0.001,117,Anomali log Chl-a
2005-11-01,0.5179739475209149,0.001,138,Anomali log Chl-a
2005-12-01,0.6657303409122741,0.001,146,Anomali log Chl-a
2006-01-01,0.5965639326386178,0.001,146,Anomali log Chl-a
2006-02-01,0.7940360472582983,0.001,148,Anomali log Chl-a
2006-03-01,0.6877301656467555,0.001,148,Anomali log Chl-a
2006-04-01,0.5032580599150734,0.001,148,Anomali log Chl-a
2006-05-01,0.5923725557591482,0.001,148,Anomali log Chl-a
2006-06-01,0.7832246857704321,0.001,148,Anomali log Chl-a
2006-07-01,0.6514500306657216,0.001,148,Anomali log Chl-a
2006-08-01,0.8278313736380695,0.001,148,Anomali log Chl-a
2006-09-01,0.7429335748914159,0.001,144,Anomali log Chl-a
2006-10-01,0.8267255643230691,0.001,148,Anomali log Chl-a
2006-11-01,0.8480180793387239,0.001,147,Anomali log Chl-a
2006-12-01,0.665669815579806,0.001,143,Anomali log Chl-a
2007-01-01,0.8269536333711626,0.001,148,Anomali log Chl-a
2007-02-01,0.6718696275715464,0.001,148,Anomali log Chl-a
2007-03-01,0.4594541562404434,0.001,148,Anomali log Chl-a
2007-04-01,0.6605200434930169,0.001,148,Anomali log Chl-a
2007-05-01,0.618940699526654,0.001,148,Anomali log Chl-a
2007-06-01,0.5651286322908478,0.001,148,Anomali log Chl-a
2007-07-01,0.5980154147471978,0.001,148,Anomali log Chl-a
2007-08-01,0.5444073994008696,0.001,148,Anomali log Chl-a
2007-09-01,0.6229212741780139,0.001,146,Anomali log Chl-a
2007-10-01,0.543023480340952,0.001,137,Anomali log Chl-a
2007-11-01,0.7748804985803829,0.001,148,Anomali log Chl-a
2007-12-01,0.35956785179727857,0.001,136,Anomali log Chl-a
2008-01-01,0.3902859664616677,0.001,148,Anomali log Chl-a
2008-02-01,0.3494775361678327,0.001,53,Anomali log Chl-a
2008-03-01,0.5597260705424935,0.001,147,Anomali log Chl-a
2008-04-01,0.7416581546048407,0.001,148,Anomali log Chl-a
2008-05-01,0.7854730233511346,0.001,148,Anomali log Chl-a
2008-06-01,0.8247278813151473,0.001,148,Anomali log Chl-a
2008-07-01,0.8475433138103122,0.001,148,Anomali log Chl-a
2008-08-01,0.6759140656326865,0.001,144,Anomali log Chl-a
2008-09-01,0.6162523503738415,0.001,147,Anomali log Chl-a
2008-10-01,0.5955163042138188,0.001,126,Anomali log Chl-a
2008-11-01,0.5313849118468216,0.001,101,Anomali log Chl-a
2008-12-01,0.7905473149429295,0.001,146,Anomali log Chl-a
2009-01-01,0.7046048637882518,0.001,148,Anomali log Chl-a
2009-02-01,0.6839942122853683,0.001,146,Anomali log Chl-a
2009-03-01,0.6972824160999024,0.001,148,Anomali log Chl-a
2009-04-01,0.6934476363975863,0.001,148,Anomali log Chl-a
2009-05-01,0.5260957396504377,0.001,148,Anomali log Chl-a
2009-06-01,0.7089947958948467,0.001,148,Anomali log Chl-a
2009-07-01,0.7131798456871633,0.001,148,Anomali log Chl-a
2009-08-01,0.8248034131381975,0.001,148,Anomali log Chl-a
2009-09-01,0.49482004553890013,0.001,148,Anomali log Chl-a
2009-10-01,0.6488948397266869,0.001,144,Anomali log Chl-a
2009-11-01,0.4922532533073992,0.001,131,Anomali log Chl-a
2009-12-01,0.6746094561634277,0.001,145,Anomali log Chl-a
2010-01-01,0.5393424397779684,0.001,147,Anomali log Chl-a
2010-02-01,0.7735489928384899,0.001,148,Anomali log Chl-a
2010-03-01,0.6589867303375301,0.001,148,Anomali log Chl-a
2010-04-01,0.7439835058809964,0.001,148,Anomali log Chl-a
2010-05-01,0.632854845035724,0.001,148,Anomali log Chl-a
2010-06-01,0.6785408465203048,0.001,148,Anomali log Chl-a
2010-07-01,0.8487696630796469,0.001,148,Anomali log Chl-a
2010-08-01,0.8508324500805137,0.001,148,Anomali log Chl-a
2010-09-01,0.8256386809872973,0.001,147,Anomali log Chl-a
2010-10-01,0.8053884801381879,0.001,148,Anomali log Chl-a
2010-11-01,0.5292401888761045,0.001,79,Anomali log Chl-a
2010-12-01,0.5775973050090332,0.001,130,Anomali log Chl-a
2011-01-01,0.5188178911560966,0.001,136,Anomali log Chl-a
2011-02-01,0.6938562686817055,0.001,147,Anomali log Chl-a
2011-03-01,0.5179198600596622,0.001,146,Anomali log Chl-a
2011-04-01,0.6473225844262079,0.001,148,Anomali log Chl-a
2011-05-01,0.7055749323421862,0.001,148,Anomali log Chl-a
2011-06-01,0.5538909990175894,0.001,148,Anomali log Chl-a
2011-07-01,0.6941666746247546,0.001,148,Anomali log Chl-a
2011-08-01,0.8074367709614441,0.001,148,Anomali log Chl-a
2011-09-01,0.8885957884225996,0.001,148,Anomali log Chl-a
2011-10-01,0.7697304660902365,0.001,146,Anomali log Chl-a
2011-11-01,0.6900287323256524,0.001,148,Anomali log Chl-a
2011-12-01,0.5425467237601265,0.001,142,Anomali log Chl-a
2012-01-01,0.22878732241802316,0.001,143,Anomali log Chl-a
2012-02-01,0.596371486316889,0.001,148,Anomali log Chl-a
2012-03-01,0.7541632328416717,0.001,148,Anomali log Chl-a
2012-04-01,0.689430374890423,0.001,148,Anomali log Chl-a
2012-05-01,0.5952501929030177,0.001,148,Anomali log Chl-a
2012-06-01,0.4947030203799961,0.001,148,Anomali log Chl-a
2012-07-01,0.8843294477100982,0.001,148,Anomali log Chl-a
2012-08-01,0.793760273575217,0.001,148,Anomali log Chl-a
2012-09-01,0.7269991128537812,0.001,147,Anomali log Chl-a
2012-10-01,0.6342687092058888,0.001,116,Anomali log Chl-a
2012-11-01,0.5791654261872389,0.001,130,Anomali log Chl-a
2012-12-01,0.18103800909549614,0.001,146,Anomali log Chl-a
2013-01-01,0.7065129972917833,0.001,148,Anomali log Chl-a
2013-02-01,0.6888152124371167,0.001,148,Anomali log Chl-a
2013-03-01,0.572741198409411,0.001,148,Anomali log Chl-a
2013-04-01,0.46498988528354446,0.001,148,Anomali log Chl-a
2013-05-01,0.2886973397549285,0.001,148,Anomali log Chl-a
2013-06-01,0.657280613551875,0.001,148,Anomali log Chl-a
2013-07-01,0.6959069840162093,0.001,148,Anomali log Chl-a
2013-08-01,0.8054392820420172,0.001,148,Anomali log Chl-a
2013-09-01,0.7171922621460222,0.001,148,Anomali log Chl-a
2013-10-01,0.7246983502998906,0.001,148,Anomali log Chl-a
2013-11-01,0.6203241530775728,0.001,144,Anomali log Chl-a
2013-12-01,0.6241194350488917,0.001,147,Anomali log Chl-a
2014-01-01,0.3895616122162762,0.001,147,Anomali log Chl-a
2014-02-01,0.587869689817259,0.001,141,Anomali log Chl-a
2014-03-01,0.7745384092361599,0.001,148,Anomali log Chl-a
2014-04-01,0.40554138842526133,0.001,148,Anomali log Chl-a
2014-05-01,0.4592655036818265,0.001,148,Anomali log Chl-a
2014-06-01,0.7346773553310243,0.001,148,Anomali log Chl-a
2014-07-01,0.7960538849714205,0.001,148,Anomali log Chl-a
2014-08-01,0.7794823075373458,0.001,148,Anomali log Chl-a
2014-09-01,0.6834375490656143,0.001,148,Anomali log Chl-a
2014-10-01,0.5703563927376819,0.001,130,Anomali log Chl-a
2014-11-01,0.5162387270309787,0.001,135,Anomali log Chl-a
2014-12-01,0.4579723977104084,0.001,145,Anomali log Chl-a
2015-01-01,0.5153808500383424,0.001,148,Anomali log Chl-a
2015-02-01,0.7627003933484527,0.001,148,Anomali log Chl-a
2015-03-01,0.6767625255117117,0.001,148,Anomali log Chl-a
2015-04-01,0.6574146301173182,0.001,148,Anomali log Chl-a
2015-05-01,0.5090430353001932,0.001,148,Anomali log Chl-a
2015-06-01,0.7596462433423324,0.001,148,Anomali log Chl-a
2015-07-01,0.43710981927638676,0.001,148,Anomali log Chl-a
2015-08-01,0.5294674311348598,0.001,148,Anomali log Chl-a
2015-09-01,0.8027325529542239,0.001,147,Anomali log Chl-a
2015-10-01,0.6934942548184366,0.001,86,Anomali log Chl-a
2015-11-01,0.5942499751557995,0.001,143,Anomali log Chl-a
2015-12-01,0.5222464214407293,0.001,148,Anomali log Chl-a
2016-01-01,0.5559280205497104,0.001,148,Anomali log Chl-a
2016-02-01,0.5937567961356952,0.001,148,Anomali log Chl-a
2016-03-01,0.6876636803011854,0.001,148,Anomali log Chl-a
2016-04-01,0.8093709042702985,0.001,148,Anomali log Chl-a
2016-05-01,0.7860824493302305,0.001,148,Anomali log Chl-a
2016-06-01,0.7657503016110563,0.001,148,Anomali log Chl-a
2016-07-01,0.8037395848766699,0.001,148,Anomali log Chl-a
2016-08-01,0.8585972829364263,0.001,148,Anomali log Chl-a
2016-09-01,0.8152793010459326,0.001,148,Anomali log Chl-a
2016-10-01,0.8327161500399328,0.001,102,Anomali log Chl-a
2016-11-01,0.7223798814117836,0.001,145,Anomali log Chl-a
2016-12-01,0.42765874713921226,0.001,141,Anomali log Chl-a
2017-01-01,0.44021291266732626,0.001,145,Anomali log Chl-a
2017-02-01,0.5855278805716523,0.001,147,Anomali log Chl-a
2017-03-01,0.5949290831426762,0.001,148,Anomali log Chl-a
2017-04-01,0.6929225052559304,0.001,148,Anomali log Chl-a
2017-05-01,0.7578551455750676,0.001,148,Anomali log Chl-a
