month,grid_id,lon,lat,chla_mg_m3,n_valid_pixels,n_pixels_total,valid_pixel_fraction,source_status
2003-01-01,G025_R387_C1136,104.125,-6.875,0.10789672516510505,36,36,1.0,ok
2003-01-01,G025_R387_C1137,104.375,-6.875,0.10923431027224738,36,36,1.0,ok
2003-01-01,G025_R387_C1138,104.625,-6.875,0.11816394193976963,36,36,1.0,ok
2003-01-01,G025_R387_C1139,104.875,-6.875,0.13632469200397138,36,36,1.0,ok
2003-01-01,G025_R387_C1140,105.125,-6.875,0.17510684500367446,36,36,1.0,ok
2003-01-01,G025_R387_C1141,105.375,-6.875,0.41479011191717985,33,36,0.9166666666666666,ok
2003-01-01,G025_R387_C1142,105.625,-6.875,0.773885384850025,24,36,0.6666666666666666,ok
2003-01-01,G025_R387_C1143,105.875,-6.875,0.809654533985657,30,36,0.8333333333333334,ok
2003-01-01,G025_R388_C1132,103.125,-7.125,0.09966298447950984,36,36,1.0,ok
2003-01-01,G025_R388_C1133,103.375,-7.125,0.0984833386006272,36,36,1.0,ok
2003-01-01,G025_R388_C1134,103.625,-7.125,0.09443967388545972,36,36,1.0,ok
2003-01-01,G025_R388_C1135,103.875,-7.125,0.09234003698747091,36,36,1.0,ok
2003-01-01,G025_R388_C1136,104.125,-7.125,0.09895329430473261,36,36,1.0,ok
2003-01-01,G025_R388_C1137,104.375,-7.125,0.09450685893796767,36,36,1.0,ok
2003-01-01,G025_R388_C1138,104.625,-7.125,0.10005983198326987,36,36,1.0,ok
2003-01-01,G025_R388_C1139,104.875,-7.125,0.1275677022607166,36,36,1.0,ok
2003-01-01,G025_R388_C1140,105.125,-7.125,0.1484913352538167,36,36,1.0,ok
2003-01-01,G025_R388_C1141,105.375,-7.125,0.1704076753284866,36,36,1.0,ok
2003-01-01,G025_R388_C1142,105.625,-7.125,0.22987843174614542,36,36,1.0,ok
2003-01-01,G025_R388_C1143,105.875,-7.125,0.25299165049725153,36,36,1.0,ok
2003-01-01,G025_R388_C1144,106.125,-7.125,0.284764004227041,36,36,1.0,ok
2003-01-01,G025_R388_C1145,106.375,-7.125,0.5736810665170261,35,36,0.9722222222222222,ok
2003-01-01,G025_R389_C1132,103.125,-7.375,0.09777682535296184,36,36,1.0,ok
2003-01-01,G025_R389_C1133,103.375,-7.375,0.09450530458803212,36,36,1.0,ok
2003-01-01,G025_R389_C1134,103.625,-7.375,0.08715449909835953,36,36,1.0,ok
2003-01-01,G025_R389_C1135,103.875,-7.375,0.08479617430421856,36,36,1.0,ok
2003-01-01,G025_R389_C1136,104.125,-7.375,0.09394033727550669,36,36,1.0,ok
2003-01-01,G025_R389_C1137,104.375,-7.375,0.0920012741822003,36,36,1.0,ok
2003-01-01,G025_R389_C1138,104.625,-7.375,0.09010260699857889,36,36,1.0,ok
2003-01-01,G025_R389_C1139,104.875,-7.375,0.10565986269049747,36,36,1.0,ok
2003-01-01,G025_R389_C1140,105.125,-7.375,0.12587371303476294,36,36,1.0,ok
2003-01-01,G025_R389_C1141,105.375,-7.375,0.14965637922348693,36,36,1.0,ok
2003-01-01,G025_R389_C1142,105.625,-7.375,0.17215054311387423,36,36,1.0,ok
2003-01-01,G025_R389_C1143,105.875,-7.375,0.21419895024999788,36,36,1.0,ok
2003-01-01,G025_R389_C1144,106.125,-7.375,0.3023212225974281,36,36,1.0,ok
2003-01-01,G025_R389_C1145,106.375,-7.375,0.49511602158058143,29,36,0.8055555555555556,ok
2003-01-01,G025_R390_C1132,103.125,-7.625,0.09305224326807791,36,36,1.0,ok
2003-01-01,G025_R390_C1133,103.375,-7.625,0.0889950704240745,36,36,1.0,ok
2003-01-01,G025_R390_C1134,103.625,-7.625,0.08214585273384588,36,36,1.0,ok
2003-01-01,G025_R390_C1135,103.875,-7.625,0.07818702275205044,36,36,1.0,ok
2003-01-01,G025_R390_C1136,104.125,-7.625,0.08266277145792277,36,36,1.0,ok
2003-01-01,G025_R390_C1137,104.375,-7.625,0.08863910865083971,36,36,1.0,ok
2003-01-01,G025_R390_C1138,104.625,-7.625,0.08899524946369915,36,36,1.0,ok
2003-01-01,G025_R390_C1139,104.875,-7.625,0.09298900413654104,36,36,1.0,ok
2003-01-01,G025_R390_C1140,105.125,-7.625,0.09400678806435395,36,36,1.0,ok
2003-01-01,G025_R390_C1141,105.375,-7.625,0.11139149557386906,36,36,1.0,ok
2003-01-01,G025_R390_C1142,105.625,-7.625,0.1330899171233302,36,36,1.0,ok
2003-01-01,G025_R390_C1143,105.875,-7.625,0.17045464968609209,36,36,1.0,ok
2003-01-01,G025_R390_C1144,106.125,-7.625,0.24096130302321414,36,36,1.0,ok
2003-01-01,G025_R390_C1145,106.375,-7.625,0.23842922555182455,36,36,1.0,ok
2003-01-01,G025_R390_C1146,106.625,-7.625,0.26192047106764993,36,36,1.0,ok
2003-01-01,G025_R390_C1147,106.875,-7.625,0.29090379286877827,36,36,1.0,ok
2003-01-01,G025_R391_C1132,103.125,-7.875,0.09506114201974018,36,36,1.0,ok
2003-01-01,G025_R391_C1133,103.375,-7.875,0.08731553707875922,36,36,1.0,ok
2003-01-01,G025_R391_C1134,103.625,-7.875,0.07324372569205745,36,36,1.0,ok
2003-01-01,G025_R391_C1135,103.875,-7.875,0.07451526151188469,36,36,1.0,ok
2003-01-01,G025_R391_C1136,104.125,-7.875,0.07951064049962167,36,36,1.0,ok
2003-01-01,G025_R391_C1137,104.375,-7.875,0.08919878299573997,36,36,1.0,ok
2003-01-01,G025_R391_C1138,104.625,-7.875,0.08975793000906211,36,36,1.0,ok
2003-01-01,G025_R391_C1139,104.875,-7.875,0.08414405577106004,36,36,1.0,ok
2003-01-01,G025_R391_C1140,105.125,-7.875,0.08708152619748094,36,36,1.0,ok
2003-01-01,G025_R391_C1141,105.375,-7.875,0.09028027186929179,36,36,1.0,ok
2003-01-01,G025_R391_C1142,105.625,-7.875,0.09839158080193501,36,36,1.0,ok
2003-01-01,G025_R391_C1143,105.875,-7.875,0.12369706203697756,36,36,1.0,ok
2003-01-01,G025_R391_C1144,106.125,-7.875,0.1341688313553663,36,36,1.0,ok
2003-01-01,G025_R391_C1145,106.375,-7.875,0.14115584087673466,36,36,1.0,ok
2003-01-01,G025_R391_C1146,106.625,-7.875,0.15949765168574667,36,36,1.0,ok
2003-01-01,G025_R391_C1147,106.875,-7.875,0.16785477569164406,36,36,1.0,ok
2003-02-01,G025_R380_C1132,103.125,-5.125,0.1489379925735165,36,36,1.0,ok
2003-02-01,G025_R380_C1133,103.375,-5.125,0.17028022082716063,36,36,1.0,ok
2003-02-01,G025_R380_C1134,103.625,-5.125,0.21831605534513213,36,36,1.0,ok
2003-02-01,G025_R380_C1135,103.875,-5.125,0.33691793276542137,17,36,0.4722222222222222,ok
2003-02-01,G025_R380_C1143,105.875,-5.125,3.6255172104607785,8,36,0.2222222222222222,ok
2003-02-01,G025_R380_C1144,106.125,-5.125,2.6252141704289693,36,36,1.0,ok
2003-02-01,G025_R380_C1145,106.375,-5.125,1.7097367741302856,36,36,1.0,ok
2003-02-01,G025_R380_C1146,106.625,-5.125,1.4290811874686933,36,36,1.0,ok
2003-02-01,G025_R380_C1147,106.875,-5.125,1.0957863550303748,36,36,1.0,ok
2003-02-01,G025_R381_C1132,103.125,-5.375,0.13763695015262312,36,36,1.0,ok
2003-02-01,G025_R381_C1133,103.375,-5.375,0.14599923697196615,36,36,1.0,ok
2003-02-01,G025_R381_C1134,103.625,-5.375,0.15688130212926485,36,36,1.0,ok
2003-02-01,G025_R381_C1135,103.875,-5.375,0.20595543093993146,36,36,1.0,ok
2003-02-01,G025_R381_C1143,105.875,-5.375,2.0359575548690936,19,36,0.5277777777777778,ok
2003-02-01,G025_R381_C1144,106.125,-5.375,1.623882695894546,36,36,1.0,ok
2003-02-01,G025_R381_C1145,106.375,-5.375,1.4803956680831083,36,36,1.0,ok
2003-02-01,G025_R381_C1146,106.625,-5.375,1.2181642870797122,36,36,1.0,ok
2003-02-01,G025_R381_C1147,106.875,-5.375,1.0295929202878187,31,36,0.8611111111111112,ok
2003-02-01,G025_R382_C1132,103.125,-5.625,0.13987369026132707,36,36,1.0,ok
2003-02-01,G025_R382_C1133,103.375,-5.625,0.13889214812164408,36,36,1.0,ok
2003-02-01,G025_R382_C1134,103.625,-5.625,0.13987947121850428,36,36,1.0,ok
2003-02-01,G025_R382_C1135,103.875,-5.625,0.13964443677540933,36,36,1.0,ok
2003-02-01,G025_R382_C1136,104.125,-5.625,0.1821511224294231,36,36,1.0,ok
2003-02-01,G025_R382_C1138,104.625,-5.625,0.5971074821693629,11,36,0.3055555555555556,ok
2003-02-01,G025_R382_C1141,105.375,-5.625,0.3372338663247542,22,36,0.6111111111111112,ok
2003-02-01,G025_R382_C1143,105.875,-5.625,0.595640318413339,9,36,0.25,ok
2003-02-01,G025_R382_C1144,106.125,-5.625,0.9743970281853079,31,36,0.8611111111111112,ok
2003-02-01,G025_R382_C1145,106.375,-5.625,1.1702624934375154,36,36,1.0,ok
2003-02-01,G025_R382_C1146,106.625,-5.625,1.0691105759052582,36,36,1.0,ok
2003-02-01,G025_R382_C1147,106.875,-5.625,0.8141360181222126,36,36,1.0,ok
2003-02-01,G025_R383_C1132,103.125,-5.875,0.12640451901239372,36,36,1.0,ok
2003-02-01,G025_R383_C1133,103.375,-5.875,0.1259202507388045,36,36,1.0,ok
2003-02-01,G025_R383_C1134,103.625,-5.875,0.12746368367166563,36,36,1.0,ok
2003-02-01,G025_R383_C1135,103.875,-5.875,0.12737153410168606,36,36,1.0,ok
2003-02-01,G025_R383_C1136,104.125,-5.875,0.13206071384057355,36,36,1.0,ok
2003-02-01,G025_R383_C1137,104.375,-5.875,0.2304804888917167,36,36,1.0,ok
2003-02-01,G025_R383_C1139,104.875,-5.875,0.1907303474780436,35,36,0.9722222222222222,ok
2003-02-01,G025_R383_C1140,105.125,-5.875,0.1950354644060909,33,36,0.9166666666666666,ok
2003-02-01,G025_R383_C1141,105.375,-5.875,0.4270336712293739,34,36,0.9444444444444444,ok
2003-02-01,G025_R383_C1142,105.625,-5.875,0.6288300913833441,31,36,0.8611111111111112,ok
2003-02-01,G025_R383_C1143,105.875,-5.875,0.6920283098173863,25,36,0.6944444444444444,ok
2003-02-01,G025_R383_C1144,106.125,-5.875,1.332254329556141,28,36,0.7777777777777778,ok
2003-02-01,G025_R383_C1145,106.375,-5.875,2.1909427313525813,36,36,1.0,ok
2003-02-01,G025_R383_C1146,106.625,-5.875,4.30480664442099,36,36,1.0,ok
2003-02-01,G025_R383_C1147,106.875,-5.875,6.063150990611076,36,36,1.0,ok
2003-02-01,G025_R384_C1132,103.125,-6.125,0.12003010579994108,36,36,1.0,ok
2003-02-01,G025_R384_C1133,103.375,-6.125,0.11274479172409917,36,36,1.0,ok
2003-02-01,G025_R384_C1134,103.625,-6.125,0.12054761457753332,36,36,1.0,ok
2003-02-01,G025_R384_C1135,103.875,-6.125,0.13714608726805466,36,36,1.0,ok
2003-02-01,G025_R384_C1136,104.125,-6.125,0.12602763039786588,36,36,1.0,ok
2003-02-01,G025_R384_C1137,104.375,-6.125,0.14829245605168556,36,36,1.0,ok
2003-02-01,G025_R384_C1138,104.625,-6.125,0.17680332054739756,36,36,1.0,ok
2003-02-01,G025_R384_C1139,104.875,-6.125,0.1558895998316525,36,36,1.0,ok
2003-02-01,G025_R384_C1140,105.125,-6.125,0.18707314895275903,36,36,1.0,ok
2003-02-01,G025_R384_C1141,105.375,-6.125,0.3649070841653675,36,36,1.0,ok
2003-02-01,G025_R384_C1142,105.625,-6.125,0.6986010226839322,36,36,1.0,ok
2003-02-01,G025_R385_C1132,103.125,-6.375,0.1029338100941011,36,36,1.0,ok
2003-02-01,G025_R385_C1133,103.375,-6.375,0.09545210541547168,36,36,1.0,ok
2003-02-01,G025_R385_C1134,103.625,-6.375,0.09340754823730966,36,36,1.0,ok
2003-02-01,G025_R385_C1135,103.875,-6.375,0.11130421183317654,36,36,1.0,ok
2003-02-01,G025_R385_C1136,104.125,-6.375,0.12130023885560672,36,36,1.0,ok
2003-02-01,G025_R385_C1137,104.375,-6.375,0.1217075074084964,36,36,1.0,ok
2003-02-01,G025_R385_C1138,104.625,-6.375,0.14689348235681127,36,36,1.0,ok
2003-02-01,G025_R385_C1139,104.875,-6.375,0.1557234133397613,36,36,1.0,ok
2003-02-01,G025_R385_C1140,105.125,-6.375,0.22510204751925014,29,36,0.8055555555555556,ok
2003-02-01,G025_R385_C1141,105.375,-6.375,0.3611270522413781,36,36,1.0,ok
2003-02-01,G025_R385_C1142,105.625,-6.375,0.8293831691216796,31,36,0.8611111111111112,ok
2003-02-01,G025_R386_C1132,103.125,-6.625,0.09575313048113195,36,36,1.0,ok
2003-02-01,G025_R386_C1133,103.375,-6.625,0.09355168971765424,36,36,1.0,ok
2003-02-01,G025_R386_C1134,103.625,-6.625,0.08255001267364931,36,36,1.0,ok
2003-02-01,G025_R386_C1135,103.875,-6.625,0.10291327173404785,36,36,1.0,ok
2003-02-01,G025_R386_C1136,104.125,-6.625,0.11133927077772195,36,36,1.0,ok
2003-02-01,G025_R386_C1137,104.375,-6.625,0.10547806370253889,36,36,1.0,ok
2003-02-01,G025_R386_C1138,104.625,-6.625,0.11871277740435923,36,36,1.0,ok
2003-02-01,G025_R386_C1139,104.875,-6.625,0.1448839845923201,36,36,1.0,ok
2003-02-01,G025_R386_C1141,105.375,-6.625,0.3834717096370856,24,36,0.6666666666666666,ok
2003-02-01,G025_R387_C1132,103.125,-6.875,0.09347001514633714,36,36,1.0,ok
2003-02-01,G025_R387_C1133,103.375,-6.875,0.08556890429409743,36,36,1.0,ok
2003-02-01,G025_R387_C1134,103.625,-6.875,0.08441593118293116,36,36,1.0,ok
2003-02-01,G025_R387_C1135,103.875,-6.875,0.09615589963494262,36,36,1.0,ok
2003-02-01,G025_R387_C1136,104.125,-6.875,0.10508326100603861,36,36,1.0,ok
2003-02-01,G025_R387_C1137,104.375,-6.875,0.10523698982506406,33,36,0.9166666666666666,ok
2003-02-01,G025_R387_C1138,104.625,-6.875,0.10275580465163722,34,36,0.9444444444444444,ok
2003-02-01,G025_R387_C1139,104.875,-6.875,0.12478981845506044,36,36,1.0,ok
2003-02-01,G025_R387_C1140,105.125,-6.875,0.1859193003963944,36,36,1.0,ok
2003-02-01,G025_R387_C1141,105.375,-6.875,0.28398751319881377,28,36,0.7777777777777778,ok
2003-02-01,G025_R387_C1142,105.625,-6.875,0.3125705594542682,16,36,0.4444444444444444,ok
2003-02-01,G025_R387_C1143,105.875,-6.875,0.4725320910465706,21,36,0.5833333333333334,ok
2003-02-01,G025_R388_C1132,103.125,-7.125,0.10029056374014887,36,36,1.0,ok
2003-02-01,G025_R388_C1133,103.375,-7.125,0.08688805584055222,36,36,1.0,ok
2003-02-01,G025_R388_C1134,103.625,-7.125,0.09417927611144099,36,36,1.0,ok
2003-02-01,G025_R388_C1135,103.875,-7.125,0.1237312456306107,36,36,1.0,ok
2003-02-01,G025_R388_C1136,104.125,-7.125,0.13108991057581731,36,36,1.0,ok
2003-02-01,G025_R388_C1137,104.375,-7.125,0.11953431764077414,35,36,0.9722222222222222,ok
2003-02-01,G025_R388_C1138,104.625,-7.125,0.1093397034538589,34,36,0.9444444444444444,ok
2003-02-01,G025_R388_C1139,104.875,-7.125,0.11346815799193682,36,36,1.0,ok
2003-02-01,G025_R388_C1140,105.125,-7.125,0.14758991218971396,31,36,0.8611111111111112,ok
2003-02-01,G025_R388_C1141,105.375,-7.125,0.15110154405946974,36,36,1.0,ok
2003-02-01,G025_R388_C1142,105.625,-7.125,0.20662879670529827,36,36,1.0,ok
2003-02-01,G025_R388_C1143,105.875,-7.125,0.18307664346692445,36,36,1.0,ok
2003-02-01,G025_R388_C1144,106.125,-7.125,0.1919281359666091,36,36,1.0,ok
2003-02-01,G025_R388_C1145,106.375,-7.125,0.7326335749705486,29,36,0.8055555555555556,ok
2003-02-01,G025_R389_C1132,103.125,-7.375,0.08300570617890583,36,36,1.0,ok
2003-02-01,G025_R389_C1133,103.375,-7.375,0.10298441468094127,35,36,0.9722222222222222,ok
2003-02-01,G025_R389_C1134,103.625,-7.375,0.1422967660226862,36,36,1.0,ok
2003-02-01,G025_R389_C1135,103.875,-7.375,0.14618149967102528,36,36,1.0,ok
2003-02-01,G025_R389_C1136,104.125,-7.375,0.13023618804455983,36,36,1.0,ok
2003-02-01,G025_R389_C1137,104.375,-7.375,0.10330316244664736,33,36,0.9166666666666666,ok
2003-02-01,G025_R389_C1138,104.625,-7.375,0.10837650445783084,36,36,1.0,ok
2003-02-01,G025_R389_C1139,104.875,-7.375,0.12410161693799175,36,36,1.0,ok
2003-02-01,G025_R389_C1140,105.125,-7.375,0.12392555836567354,36,36,1.0,ok
2003-02-01,G025_R389_C1141,105.375,-7.375,0.15266883309925117,36,36,1.0,ok
2003-02-01,G025_R389_C1142,105.625,-7.375,0.14407629224599375,36,36,1.0,ok
2003-02-01,G025_R389_C1143,105.875,-7.375,0.13599575479810405,36,36,1.0,ok
2003-02-01,G025_R389_C1144,106.125,-7.375,0.14876480229070954,36,36,1.0,ok
2003-02-01,G025_R389_C1145,106.375,-7.375,0.35848008670217224,30,36,0.8333333333333334,ok
2003-02-01,G025_R390_C1132,103.125,-7.625,0.09162261809354241,36,36,1.0,ok
2003-02-01,G025_R390_C1133,103.375,-7.625,0.12699852474293433,36,36,1.0,ok
2003-02-01,G025_R390_C1134,103.625,-7.625,0.1287181286029182,36,36,1.0,ok
2003-02-01,G025_R390_C1135,103.875,-7.625,0.12316903687400765,36,36,1.0,ok
2003-02-01,G025_R390_C1136,104.125,-7.625,0.11847908715227247,33,36,0.9166666666666666,ok
2003-02-01,G025_R390_C1137,104.375,-7.625,0.11684488969156798,34,36,0.9444444444444444,ok
2003-02-01,G025_R390_C1138,104.625,-7.625,0.09481928030438716,35,36,0.9722222222222222,ok
2003-02-01,G025_R390_C1139,104.875,-7.625,0.11777497939612186,36,36,1.0,ok
2003-02-01,G025_R390_C1140,105.125,-7.625,0.11931798741617594,36,36,1.0,ok
2003-02-01,G025_R390_C1141,105.375,-7.625,0.11050774989022616,36,36,1.0,ok
2003-02-01,G025_R390_C1142,105.625,-7.625,0.11555536735379311,36,36,1.0,ok
2003-02-01,G025_R390_C1143,105.875,-7.625,0.11226787698115506,36,36,1.0,ok
2003-02-01,G025_R390_C1144,106.125,-7.625,0.1195661146953413,36,36,1.0,ok
2003-02-01,G025_R390_C1145,106.375,-7.625,0.19749624359881174,36,36,1.0,ok
2003-02-01,G025_R390_C1146,106.625,-7.625,0.27971242113042544,36,36,1.0,ok
2003-02-01,G025_R390_C1147,106.875,-7.625,0.32611496118186606,36,36,1.0,ok
2003-02-01,G025_R391_C1132,103.125,-7.875,0.12489168442380615,36,36,1.0,ok
2003-02-01,G025_R391_C1133,103.375,-7.875,0.12461749079742603,35,36,0.9722222222222222,ok
2003-02-01,G025_R391_C1134,103.625,-7.875,0.11794724684057639,36,36,1.0,ok
2003-02-01,G025_R391_C1135,103.875,-7.875,0.11073449342237451,36,36,1.0,ok
2003-02-01,G025_R391_C1136,104.125,-7.875,0.0978339715103183,36,36,1.0,ok
2003-02-01,G025_R391_C1137,104.375,-7.875,0.09767195346409509,36,36,1.0,ok
2003-02-01,G025_R391_C1138,104.625,-7.875,0.09771672306768577,36,36,1.0,ok
2003-02-01,G025_R391_C1139,104.875,-7.875,0.08917937671236177,36,36,1.0,ok
2003-02-01,G025_R391_C1140,105.125,-7.875,0.08939273330548826,36,36,1.0,ok
2003-02-01,G025_R391_C1141,105.375,-7.875,0.0956022478541941,36,36,1.0,ok
2003-02-01,G025_R391_C1142,105.625,-7.875,0.1072262579974015,36,36,1.0,ok
2003-02-01,G025_R391_C1143,105.875,-7.875,0.11000287829889206,36,36,1.0,ok
2003-02-01,G025_R391_C1144,106.125,-7.875,0.11249762444322194,36,36,1.0,ok
2003-02-01,G025_R391_C1145,106.375,-7.875,0.11673002110658467,36,36,1.0,ok
2003-02-01,G025_R391_C1146,106.625,-7.875,0.12717787342059236,36,36,1.0,ok
2003-02-01,G025_R391_C1147,106.875,-7.875,0.16885959124002667,36,36,1.0,ok
2003-03-01,G025_R380_C1132,103.125,-5.125,0.11946863136409976,36,36,1.0,ok
